clade_name	mean_clr_M	mean_clr_S	diff_S_minus_M	cohens_d	prev_M	prev_S	p_perm	q_fdr
k__Bacteria|p__Firmicutes|c__CFGB94810|o__OFGB94810|f__FGB94810|g__GGB45497|s__GGB45497_SGB63169	0.529576	-0.433289	-0.962865	-0.500000	1	0	0.44527736	0.81449914
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB9609|s__GGB9609_SGB53446	0.498716	-0.408040	-0.906756	-0.500000	1	0	0.44527736	0.81449914
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__Clostridia_unclassified|s__Clostridia_bacterium_UC5_1_1C12	-0.039012	0.031919	0.070930	0.023905	1	1	1.00000000	1.00000000
k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Lachnospiraceae_unclassified|s__Lachnospiraceae_bacterium_KGMB03038	0.458095	-0.374805	-0.832900	-0.500000	1	0	0.44527736	0.81449914
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Acidaminococcales|f__Acidaminococcaceae|g__Phascolarctobacterium|s__Phascolarctobacterium_succinatutens	-2.522106	2.063541	4.585647	0.783167	0	3	0.22888556	0.81449914
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Brotocaccenecus|s__Brotocaccenecus_SGB15090	-0.825496	0.675406	1.500903	0.404520	0	1	1.00000000	1.00000000
k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Roseburia|s__Roseburia_sp_AM59_24XD	-0.796120	0.651371	1.447492	0.404520	0	1	1.00000000	1.00000000
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Enterobacter|s__Enterobacter_ludwigii	-0.687852	0.562788	1.250640	0.404520	0	1	1.00000000	1.00000000
k__Bacteria|p__Pseudomonadota|c__Betaproteobacteria|o__Burkholderiales|f__Sutterellaceae|g__Sutterella|s__Sutterella_sp_AM11_39	-0.645024	0.527747	1.172770	0.404520	0	1	1.00000000	1.00000000
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB42700|s__GGB42700_SGB59904	-0.629414	0.514975	1.144388	0.404520	0	1	1.00000000	1.00000000
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Enterobacter|s__Enterobacter_kobei	-0.582765	0.476808	1.059573	0.404520	0	1	1.00000000	1.00000000
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Citrobacter|s__Citrobacter_braakii	-0.565907	0.463015	1.028922	0.404520	0	1	1.00000000	1.00000000
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Lelliottia|s__Lelliottia_amnigena	-0.545207	0.446078	0.991285	0.404520	0	1	1.00000000	1.00000000
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Enterobacterales|f__Hafniaceae|g__Hafnia|s__Hafnia_alvei	-0.543903	0.445012	0.988915	0.404520	0	1	1.00000000	1.00000000
k__Bacteria|p__Firmicutes|c__CFGB93863|o__OFGB93863|f__FGB93863|g__GGB45613|s__GGB45613_SGB63326	-0.533681	0.436648	0.970329	0.404520	0	1	1.00000000	1.00000000
k__Bacteria|p__Firmicutes|c__CFGB1217|o__OFGB1217|f__FGB1217|g__GGB51131|s__GGB51131_SGB71352	-1.155447	0.945366	2.100813	0.599943	0	2	0.47226387	0.81449914
k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__GGB79452|s__GGB79452_SGB105678	-0.519297	0.424880	0.944177	0.404520	0	1	1.00000000	1.00000000
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Lactococcus|s__Lactococcus_petauri	-0.516765	0.422808	0.939573	0.404520	0	1	1.00000000	1.00000000
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Enterobacter|s__Enterobacter_bugandensis	-1.402454	1.147463	2.549917	0.575686	0	2	0.46676662	0.81449914
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Butyricicoccaceae|g__GGB9580|s__GGB9580_SGB14997	-0.458999	0.375545	0.834544	0.404520	0	1	1.00000000	1.00000000
k__Bacteria|p__Firmicutes|c__CFGB77385|o__OFGB77385|f__FGB77385|g__GGB51510|s__GGB51510_SGB71883	-2.585488	2.115399	4.700887	0.954330	0	4	0.09945027	0.74161491
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes_provencensis	-1.303383	1.066404	2.369787	0.602042	0	2	0.47176412	0.81449914
k__Bacteria|p__Campylobacterota|c__CFGB4196|o__OFGB4196|f__FGB4196|g__GGB12441|s__GGB12441_SGB19290	-0.612696	0.501297	1.113992	0.404520	0	1	1.00000000	1.00000000
k__Bacteria|p__Firmicutes|c__Tissierellia|o__Tissierellales|f__Peptoniphilaceae|g__Peptoniphilus|s__Peptoniphilus_grossensis	-0.606243	0.496017	1.102261	0.404520	0	1	1.00000000	1.00000000
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Anaeroglobus|s__Anaeroglobus_geminatus	-1.275903	1.043920	2.319823	0.601709	0	2	0.48975512	0.82636746
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Clostridium|s__Clostridium_sp_K13	-0.583240	0.477196	1.060436	0.404520	0	1	1.00000000	1.00000000
k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Sellimonas|s__Sellimonas_intestinalis	-1.261052	1.031770	2.292822	0.598691	0	2	0.44577711	0.81449914
k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Faecalicatena|s__Faecalicatena_contorta	-1.559921	1.276299	2.836221	0.771126	0	3	0.20889555	0.81449914
k__Bacteria|p__Campylobacterota|c__Epsilonproteobacteria|o__Campylobacterales|f__Campylobacteraceae|g__Campylobacter|s__Campylobacter_ureolyticus	-0.555098	0.454171	1.009269	0.404520	0	1	1.00000000	1.00000000
k__Bacteria|p__Firmicutes|c__CFGB93863|o__OFGB93863|f__FGB93863|g__GGB58233|s__GGB58233_SGB79883	-1.088212	0.890355	1.978567	0.602896	0	2	0.47176412	0.81449914
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriales_unclassified|g__Fenollaria|s__Fenollaria_timonensis	-0.553722	0.453045	1.006767	0.404520	0	1	1.00000000	1.00000000
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__GGB73496|s__GGB73496_SGB5832	-1.006482	0.823485	1.829968	0.600730	0	2	0.47976012	0.82191001
k__Bacteria|p__Candidatus_Saccharibacteria|c__Candidatus_Nanosyncoccalia|o__Candidatus_Nanogingivales|f__Candidatus_Nanogingivalaceae|g__Candidatus_Nanogingivalis|s__Candidatus_Nanogingivalis_gingivitcus	-0.517889	0.423727	0.941616	0.404520	0	1	1.00000000	1.00000000
k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Eisenbergiella|s__Eisenbergiella_sp_OF01_20	-0.487345	0.398736	0.886081	0.404520	0	1	1.00000000	1.00000000
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Clostridium|s__Clostridium_transplantifaecale	-0.465740	0.381060	0.846799	0.404520	0	1	1.00000000	1.00000000
k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Anaerotignaceae|g__GGB3817|s__GGB3817_SGB5182	-1.160349	0.949377	2.109726	0.585441	0	2	0.47976012	0.82191001
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Dialister|s__Dialister_invisus	-1.443081	1.180703	2.623784	0.591498	0	2	0.38230885	0.81449914
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Holdemanella|s__Holdemanella_porci	-0.753172	0.616231	1.369403	0.404520	0	1	1.00000000	1.00000000
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Actinomycetales|f__Actinomycetaceae|g__Actinomyces|s__Actinomyces_sp_ICM47	-0.628571	0.514285	1.142856	0.404520	0	1	1.00000000	1.00000000
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriales_Family_XIII_Incertae_Sedis|g__Eubacteriales_Family_XIII_Incertae_Sedis_unclassified|s__Eubacteriales_Family_XIII_Incertae_Sedis_unclassified_SGB3934	-0.625235	0.511556	1.136791	0.404520	0	1	1.00000000	1.00000000
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Veillonella|s__Veillonella_atypica	-2.083797	1.704925	3.788721	0.767032	0	3	0.17841079	0.81449914
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Actinomycetales|f__Actinomycetaceae|g__Actinomyces|s__Actinomyces_graevenitzii	-0.579309	0.473980	1.053290	0.404520	0	1	1.00000000	1.00000000
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Gemellaceae|g__Gemella|s__Gemella_morbillorum	-0.573449	0.469186	1.042635	0.404520	0	1	1.00000000	1.00000000
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Actinomycetales|f__Actinomycetaceae|g__Actinomyces|s__Actinomyces_sp_ph3	-0.553799	0.453108	1.006908	0.404520	0	1	1.00000000	1.00000000
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Leuconostoc|s__Leuconostoc_citreum	-0.533797	0.436743	0.970539	0.404520	0	1	1.00000000	1.00000000
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_gordonii	-0.532391	0.435593	0.967984	0.404520	0	1	1.00000000	1.00000000
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Coprobacillaceae|g__Thomasclavelia|s__Thomasclavelia_spiroformis	-1.698613	1.389775	3.088388	0.775313	0	3	0.18040980	0.81449914
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Carnobacteriaceae|g__Granulicatella|s__Granulicatella_adiacens	-0.479442	0.392271	0.871713	0.404520	0	1	1.00000000	1.00000000
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_cristatus	-0.478053	0.391135	0.869188	0.404520	0	1	1.00000000	1.00000000
k__Bacteria|p__Firmicutes|c__Clostridia|o__Peptostreptococcales|f__Anaerovoracaceae|g__Mogibacterium|s__Mogibacterium_diversum	-0.450601	0.368673	0.819274	0.404520	0	1	1.00000000	1.00000000
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_oleiciplenus	-0.654378	0.535400	1.189779	0.404520	0	1	1.00000000	1.00000000
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Limosilactobacillus|s__Limosilactobacillus_mucosae	-0.540689	0.442382	0.983071	0.404520	0	1	1.00000000	1.00000000
k__Bacteria|p__Firmicutes|c__CFGB88378|o__OFGB88378|f__FGB88378|g__GGB9192|s__GGB9192_SGB14131	-0.505119	0.413279	0.918398	0.404520	0	1	1.00000000	1.00000000
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Butyricicoccaceae|g__GGB9574|s__GGB9574_SGB14987	-0.453560	0.371094	0.824654	0.404520	0	1	1.00000000	1.00000000
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Yanshouia|s__Yanshouia_hominis	-0.441971	0.361613	0.803584	0.404520	0	1	1.00000000	1.00000000
k__Bacteria|p__Fusobacteriota|c__Fusobacteriia|o__Fusobacteriales|f__Fusobacteriaceae|g__Fusobacterium|s__Fusobacterium_SGB6040	-0.788927	0.645485	1.434412	0.404520	0	1	1.00000000	1.00000000
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Fructilactobacillus|s__Fructilactobacillus_sanfranciscensis	-0.711497	0.582134	1.293631	0.404520	0	1	1.00000000	1.00000000
k__Bacteria|p__Firmicutes|c__CFGB3038|o__OFGB3038|f__FGB3038|g__GGB9529|s__GGB9529_SGB14929	-1.358663	1.111633	2.470297	0.602205	0	2	0.50274863	0.84293827
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB9575|s__GGB9575_SGB14988	-0.614383	0.502677	1.117060	0.404520	0	1	1.00000000	1.00000000
k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__GGB3511|s__GGB3511_SGB4688	-0.551340	0.451097	1.002437	0.404520	0	1	1.00000000	1.00000000
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriales_Family_XIII_Incertae_Sedis|g__Lentihominibacter|s__Lentihominibacter_hominis	-0.494926	0.404940	0.899866	0.404520	0	1	1.00000000	1.00000000
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Segatella|s__Segatella_buccae	-0.896776	0.733726	1.630502	0.404520	0	1	1.00000000	1.00000000
k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Murimonas|s__Murimonas_intestini	-0.809027	0.661931	1.470958	0.404520	0	1	1.00000000	1.00000000
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_dentium	-0.782820	0.640489	1.423310	0.404520	0	1	1.00000000	1.00000000
k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Blautia|s__Blautia_hominis	-0.775406	0.634423	1.409828	0.404520	0	1	1.00000000	1.00000000
k__Bacteria|p__Firmicutes|c__Clostridia|o__Peptostreptococcales|f__Peptostreptococcaceae|g__Clostridioides|s__Clostridioides_difficile	-0.774480	0.633665	1.408145	0.404520	0	1	1.00000000	1.00000000
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Selenomonadaceae|g__Selenobaculum|s__Selenobaculum_gibii	-0.735047	0.601402	1.336448	0.404520	0	1	1.00000000	1.00000000
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Enterobacterales|f__Morganellaceae|g__Proteus|s__Proteus_mirabilis	-0.708488	0.579672	1.288159	0.404520	0	1	1.00000000	1.00000000
k__Bacteria|p__Firmicutes|c__CFGB9660|o__OFGB9660|f__FGB9660|g__GGB3490|s__GGB3490_SGB4664	-1.315627	1.076422	2.392049	0.601591	0	2	0.48075962	0.82191001
k__Bacteria|p__Fusobacteriota|c__Fusobacteriia|o__Fusobacteriales|f__Fusobacteriaceae|g__Fusobacterium|s__Fusobacterium_animalis	-0.680877	0.557082	1.237959	0.404520	0	1	1.00000000	1.00000000
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_lutetiensis	-0.633960	0.518695	1.152655	0.404520	0	1	1.00000000	1.00000000
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Clostridium|s__Clostridium_neonatale	-0.615115	0.503276	1.118391	0.404520	0	1	1.00000000	1.00000000
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_gallolyticus	-1.261990	1.032538	2.294528	0.602535	0	2	0.48375812	0.82344045
k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Anaerostipes|s__Anaerostipes_caccae	-1.083229	0.886278	1.969508	0.597843	0	2	0.49075462	0.82636746
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Ligilactobacillus|s__Ligilactobacillus_salivarius	-0.604757	0.494801	1.099559	0.404520	0	1	1.00000000	1.00000000
k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Blautia|s__Blautia_producta	-0.596845	0.488327	1.085172	0.404520	0	1	1.00000000	1.00000000
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_bivia	-1.111714	0.909585	2.021299	0.601795	0	2	0.48525737	0.82420070
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae|g__Enterococcus|s__Enterococcus_sp_CU9D	-0.587163	0.480406	1.067568	0.404520	0	1	1.00000000	1.00000000
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Selenomonadaceae|g__Selenomonas|s__Selenomonas_felix	-0.559911	0.458109	1.018021	0.404520	0	1	1.00000000	1.00000000
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Clostridium|s__Clostridium_paraputrificum	-0.551826	0.451494	1.003320	0.404520	0	1	1.00000000	1.00000000
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriaceae|g__Anaerofustis|s__Anaerofustis_stercorihominis	-0.551340	0.451097	1.002437	0.404520	0	1	1.00000000	1.00000000
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_sanguinis	-0.507714	0.415403	0.923117	0.404520	0	1	1.00000000	1.00000000
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Hoylesella|s__Hoylesella_timonensis	-0.444099	0.363354	0.807452	0.404520	0	1	1.00000000	1.00000000
k__Bacteria|p__Pseudomonadota|c__Betaproteobacteria|o__Burkholderiales|f__Sutterellaceae|g__Parasutterella|s__Parasutterella_secunda	-0.780862	0.638887	1.419749	0.404520	0	1	1.00000000	1.00000000
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB9739|s__GGB9739_SGB15313	-0.690324	0.564810	1.255134	0.404520	0	1	1.00000000	1.00000000
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Ruminococcus|s__Ruminococcus_bovis	-0.686530	0.561707	1.248237	0.404520	0	1	1.00000000	1.00000000
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Dialister|s__Dialister_pneumosintes	-0.645235	0.527920	1.173155	0.404520	0	1	1.00000000	1.00000000
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Coprobacillaceae|g__Longibaculum|s__Longibaculum_muris	-0.627872	0.513713	1.141585	0.404520	0	1	1.00000000	1.00000000
k__Bacteria|p__Pseudomonadota|c__CFGB90573|o__OFGB90573|f__FGB90573|g__GGB36599|s__GGB36599_SGB9269	-0.622412	0.509246	1.131658	0.404520	0	1	1.00000000	1.00000000
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Megasphaera|s__Megasphaera_cerevisiae	-0.549687	0.449744	0.999432	0.404520	0	1	1.00000000	1.00000000
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Tannerellaceae|g__Parabacteroides|s__Parabacteroides_faecalis	-0.749210	0.612990	1.362201	0.404520	0	1	1.00000000	1.00000000
k__Bacteria|p__Firmicutes|c__CFGB3054|o__OFGB3054|f__FGB3054|g__GGB33512|s__GGB33512_SGB15202	-0.726714	0.594584	1.321298	0.404520	0	1	1.00000000	1.00000000
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Butyricicoccaceae|g__Butyricicoccus|s__Butyricicoccus_pullicaecorum	-0.698660	0.571631	1.270291	0.404520	0	1	1.00000000	1.00000000
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Massilimicrobiota|s__Massilimicrobiota_timonensis	-0.678083	0.554795	1.232877	0.404520	0	1	1.00000000	1.00000000
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB36331|s__GGB36331_SGB159782	-0.672490	0.550219	1.222709	0.404520	0	1	1.00000000	1.00000000
k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__GGB3444|s__GGB3444_SGB4594	-0.640928	0.524395	1.165323	0.404520	0	1	1.00000000	1.00000000
k__Bacteria|p__Firmicutes|c__CFGB9989|o__OFGB9989|f__FGB9989|g__GGB9712|s__GGB9712_SGB15244	-1.241263	1.015579	2.256841	0.602323	0	2	0.46326837	0.81449914
k__Bacteria|p__Firmicutes|c__CFGB3057|o__OFGB3057|f__FGB3057|g__GGB48204|s__GGB48204_SGB66211	-0.587755	0.480890	1.068645	0.404520	0	1	1.00000000	1.00000000
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB33690|s__GGB33690_SGB15045	-0.572712	0.468583	1.041295	0.404520	0	1	1.00000000	1.00000000
k__Bacteria|p__Firmicutes|c__Bacillota_unclassified|o__Bacillota_unclassified|f__Bacillota_unclassified|g__GGB143098|s__GGB143098_SGB14906	-0.564863	0.462161	1.027024	0.404520	0	1	1.00000000	1.00000000
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Clostridium|s__Clostridium_sp_MCC353	-0.543525	0.444702	0.988226	0.404520	0	1	1.00000000	1.00000000
k__Bacteria|p__Firmicutes|c__Clostridia|o__Peptostreptococcales|f__Anaerovoracaceae|g__GGB2987|s__GGB2987_SGB3969	-0.516112	0.422273	0.938385	0.404520	0	1	1.00000000	1.00000000
k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Jutongia|s__Jutongia_hominis	-1.045379	0.855310	1.900689	0.602406	0	2	0.46326837	0.81449914
k__Bacteria|p__Firmicutes|c__CFGB9644|o__OFGB9644|f__FGB9644|g__GGB3551|s__GGB3551_SGB4748	-0.498560	0.407912	0.906472	0.404520	0	1	1.00000000	1.00000000
k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Anaerotignaceae|g__Anaerotignum|s__Anaerotignum_lactatifermentans	-0.752138	0.615385	1.367523	0.404520	0	1	1.00000000	1.00000000
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Butyricicoccaceae|g__Agathobaculum|s__Agathobaculum_desmolans	-0.677688	0.554472	1.232160	0.404520	0	1	1.00000000	1.00000000
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Muribaculaceae|g__GGB37379|s__GGB37379_SGB48230	-0.648309	0.530435	1.178744	0.404520	0	1	1.00000000	1.00000000
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriales_unclassified|g__Intestinimonas|s__Intestinimonas_timonensis	-0.604308	0.494434	1.098743	0.404520	0	1	1.00000000	1.00000000
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_sp_GM023	-0.597106	0.488541	1.085647	0.404520	0	1	1.00000000	1.00000000
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_infantarius	-0.584971	0.478612	1.063583	0.404520	0	1	1.00000000	1.00000000
k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__GGB33657|s__GGB33657_SGB71782	-0.581045	0.475400	1.056445	0.404520	0	1	1.00000000	1.00000000
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_breve	-0.575446	0.470820	1.046266	0.404520	0	1	1.00000000	1.00000000
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Massilicoli|s__Massilicoli_timonensis	-0.571695	0.467750	1.039445	0.404520	0	1	1.00000000	1.00000000
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Actinomycetales|f__Actinomycetaceae|g__Actinomyces|s__Actinomyces_pacaensis	-0.523583	0.428386	0.951970	0.404520	0	1	1.00000000	1.00000000
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriales_Family_XIII_Incertae_Sedis|g__Eubacteriales_Family_XIII_Incertae_Sedis_unclassified|s__Eubacteriales_Family_XIII_Incertae_Sedis_unclassified_SGB3933	-0.482109	0.394453	0.876563	0.404520	0	1	1.00000000	1.00000000
k__Bacteria|p__Firmicutes|c__Clostridia|o__Peptostreptococcales|f__Peptostreptococcaceae|g__Intestinibacter|s__Intestinibacter_bartlettii	-0.362247	0.296384	0.658631	0.404520	0	1	1.00000000	1.00000000
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriales_unclassified|g__GGB9563|s__GGB9563_SGB14975	-0.745236	0.609738	1.354974	0.404520	0	1	1.00000000	1.00000000
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB36331|s__GGB36331_SGB15121	-0.669719	0.547952	1.217670	0.404520	0	1	1.00000000	1.00000000
k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Merdimonas|s__Merdimonas_faecis	-0.642593	0.525758	1.168352	0.404520	0	1	1.00000000	1.00000000
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Tannerellaceae|g__Parabacteroides|s__Parabacteroides_bouchesdurhonensis	-0.626877	0.512899	1.139776	0.404520	0	1	1.00000000	1.00000000
k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Lachnoclostridium|s__Lachnoclostridium_sp_An131	-0.619835	0.507138	1.126972	0.404520	0	1	1.00000000	1.00000000
k__Eukaryota|p__Apicomplexa|c__Conoidasida|o__Eucoccidiorida|f__Cryptosporidiidae|g__Cryptosporidium|s__Cryptosporidium_ubiquitum	-0.605368	0.495301	1.100669	0.404520	0	1	1.00000000	1.00000000
k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Lachnoclostridium|s__Lachnoclostridium_sp_An118	-0.559911	0.458109	1.018021	0.404520	0	1	1.00000000	1.00000000
k__Bacteria|p__Bacteroidota|c__CFGB667|o__OFGB667|f__FGB667|g__GGB78569|s__GGB78569_SGB104646	-0.556584	0.455387	1.011971	0.404520	0	1	1.00000000	1.00000000
k__Bacteria|p__Firmicutes|c__Clostridia|o__Christensenellales|f__Christensenellaceae|g__Christensenella|s__Christensenella_tenuis	-0.525255	0.429754	0.955009	0.404520	0	1	1.00000000	1.00000000
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus_iners	-0.420603	0.344130	0.764732	0.404520	0	1	1.00000000	1.00000000
